Word,Length,Age_Of_Acquisition,LDT
soirees,7,13.41,1010.5
sojourn,7,12.69,822.875
sojourner,9,14.73,943.8
solace,6,12.73,674
solar,5,9.05,629.1
solarium,8,11.86,906.2
sold,4,7.05,581.606
solder,6,13.12,637.923
soldered,8,13.12,943.875
soldier,7,6.94,704.531
soldiering,10,6.94,847.1669999999999
soldierly,9,11.06,1022.207
soldiers,8,6.94,617.906
soldiery,8,12.19,801.619
sole,4,7.06,616.7880000000001
solemn,6,12.5,759.9659999999999
solemnity,9,12.33,820.5649999999999
solemnize,9,14.38,862.381
solenoid,8,16,1026.25
soles,5,7.06,680.2669999999999
solicit,7,11.71,822.903
solicitation,12,13.78,882.414
solicited,9,11.71,752.5619999999999
soliciting,10,11.71,773.853
solicitor,9,12.53,794.241
solicitous,10,12.53,892.429
solicits,8,11.71,764.414
solicitude,10,16,1005.913
solid,5,7.79,616.438
solidarity,10,13.3,805.207
solidifies,10,11.26,919.375
solidify,8,11.26,796.156
solidity,8,10.53,885.3669999999998
solids,6,7.79,562.121
soliloquy,9,13.06,848.227
solipsism,9,15.56,761.333
solitaire,9,8.95,744.7940000000001
solitary,8,9.16,719.559
solitude,8,12,749.968
solitudes,9,12,818.576
solo,4,7.28,581.531
soloist,7,10.05,796.6519999999999
soloists,8,10.05,870.4499999999999
solos,5,7.28,730.606
solstice,8,10.5,791
soluble,7,11.94,707.519
solution,8,9,645.03
solutions,9,9,664.606
solve,5,6.58,615.594
solved,6,6.58,649.529
solvency,8,13.71,1024.35
solvent,7,12.65,725.6669999999999
solvents,8,12.65,743.63
solves,6,6.58,766.9
solving,7,6.58,637.3119999999999
somatic,7,14.86,724.207
somber,6,11.8,802.172
sombrero,8,9.06,868.227
some,4,4.847,635.235
somebody,8,5.305,638.706
someday,7,6.316,658.882
somehow,7,8.023,708.939
someone,7,4.922,641.1519999999999
someplace,9,6.408,754.375
somersault,10,5.63,832.077
somersaults,11,5.63,910.444
something,9,5.049,723.091
sometime,8,6.531,693.515
sometimes,9,6.371,674.0619999999999
somewhere,9,6.264,682.438
somnolent,9,13.33,871.6669999999999
son,3,3.78,532.25
sonar,5,11.42,774.909
sonata,6,14.93,842.143
sonatas,7,14.93,843.5
song,4,4.26,559.5
songbird,8,7.47,706.1469999999999
songbook,8,6.39,728.706
songs,5,4.26,638.656
sonic,5,11,623.125
sonnet,6,12.38,778.25
sonnets,7,12.38,724.226
sonogram,8,11.47,907.652
sons,4,3.78,703.265
soon,4,4.826,585.2810000000001
sooner,6,4.826,655.818
soot,4,7.2,809.19
soothe,6,8.4,663.414
soothed,7,8.4,748.8639999999999
soothing,8,8.4,715.531
soothsayer,10,14.11,814.5219999999999
soothsayers,11,14.11,909.522
sooty,5,11.07,914.4
sop,3,12.71,817.375
sophisticate,12,14.05,792.4669999999999
sophisticated,13,11.05,839.161
sophisticates,13,14.05,1130.3439999999998
sophistication,14,10.16,848.033
sophistry,9,15.62,822.909
sophomore,9,10.5,684.529
sophomores,10,10.5,705.6880000000001
sopping,7,9.76,934.632
soprano,7,11.44,699.515
sopranos,8,11.44,692.3439999999999
sops,4,12.71,593.4
sorbet,6,12,786.429
sorcerer,8,11.37,922.52
sorceress,9,9.82,799.76
sorcery,7,10.39,739
sordid,6,13.62,828.6
sore,4,5.84,670.2940000000001
soreness,8,7.6,741.938
sores,5,5.84,711.97
sorest,6,5.84,1043.833
sorghum,7,13.92,843.6
sororities,10,14.22,919.484
sorority,8,14.22,791.033
sorriest,8,3.44,882.235
sorrow,6,8.42,682.9689999999999
sorrowful,9,10.11,702.424
sorrows,7,8.42,706.6880000000001
sorry,5,3.44,560.471
sort,4,6.808,600.031
sorted,6,6.808,672.4669999999999
sortie,6,13.38,866.8
sorting,7,6.808,655.1880000000001
sorts,5,6.808,616.516
souffle,7,11.8,889.2730000000001
sought,6,6.94,696.0649999999999
soul,4,6.17,587.656
soulful,7,11.37,712.1940000000001
soulless,8,11.32,872.3159999999999
souls,5,6.17,631.8
sound,5,3.72,616.242
sounded,7,3.72,657.7940000000001
sounder,7,11.2,760.37
sounding,8,3.72,692.091
soundness,9,11.9,762.6
soundproof,10,11.2,727.333
sounds,6,3.72,620.5669999999999
soundtrack,10,8.56,724.242
soup,4,5.37,539.559
sour,4,4.89,649.1519999999999
source,6,9.21,591.697
sources,7,9.21,652.75
sourdough,9,9.58,736.833
sourpuss,8,8.83,969.455
sours,5,4.89,727.129
sousaphone,10,15.07,1083.875
south,5,6.06,635.75
southbound,10,9.72,806.581
southeast,9,8.63,668.697
southeastern,12,9.58,812
southern,8,7.56,703.0649999999999
southerner,10,9.68,853.935
southerners,11,9.68,881.5
southpaw,8,11.47,968
southwest,9,8.89,722.438
southwestern,12,7.79,728.6669999999999
souvenir,8,8,730.125
souvenirs,9,8,914.107
sovereign,9,13,800.429
sovereigns,10,13,837.6669999999999
sovereignty,11,14.13,922.76
Soviet,6,10.2,686.235
Soviets,7,10.2,782.7810000000001
sow,3,9.67,734.1
sowing,6,9.67,726.4639999999999
sown,4,9.67,779.75
soy,3,13.56,741.903
soybean,7,11.6,768.529
soybeans,8,11.6,648.2810000000001
spa,3,11.06,669.033
space,5,5.67,533.909
spacecraft,10,6.85,746.677
spaced,6,5.67,635.758
spacer,6,10,744.0619999999999
spacers,7,10,625.154
spaces,6,5.67,618.394
spaceship,9,4.67,797.971
spacesuit,9,6.75,817.759
spacesuits,10,6.75,977.172
spacing,7,8.78,622.207
spacious,8,8.58,717.2669999999999
spade,5,8.11,657.594
spades,6,7.987,723.097
spaghetti,9,4.33,772.0569999999999
spam,4,13.58,732.903
span,4,12.06,648.4
spangle,7,10.67,807.105
spangled,8,9.11,870.423
spaniel,7,7.94,706.6519999999999
spank,5,4.22,565.121
spanned,7,12.06,733.625
spanner,7,12.5,717.696
spanning,8,12.06,773.533
spans,5,12.06,674.182
spar,4,10.94,769.958
spare,5,8.35,681.125
spared,6,8.35,667.938
spareribs,9,9.94,1220.294
spares,6,8.35,679.1669999999999
sparing,7,8.35,745.645
spark,5,7.95,624.2860000000001
sparked,7,7.95,622.636
sparkle,7,5.95,630.531
sparkler,8,6.26,762.1519999999999
sparkles,8,5.95,663.818
sparkling,9,7.56,608.7810000000001
sparks,6,7.95,642.4119999999999
sparrow,7,7.49,660.7880000000001
sparse,6,11.83,703.5
spasm,5,8.89,717.394
spasmodic,9,12.79,905.846
spasms,6,8.89,714.833
spastic,7,11.65,823.609
spat,4,8.801,736.214
spatial,7,13.31,764.148
spats,5,8.801,754.5649999999999
spatter,7,9.68,793.741
spattered,9,9.68,805
spatula,7,7.32,768.7780000000001
spawn,5,11.25,701.219
spay,4,11.74,789.81
speak,5,3.56,598.719
speakeasy,9,11.33,948.111
speaker,7,6.11,699.735
speakers,8,6.11,653.706
speaking,8,3.56,616.909
speaks,6,3.56,605.2669999999999
spear,5,7.22,594.6
speared,7,7.22,625.138
spearhead,9,11.67,850.5169999999999
spearmint,9,7.16,832.6669999999999
spec,4,12.47,722.444
special,7,5,620.9119999999999
specialist,10,10.05,683
specialists,11,10.05,838.8389999999999
specialization,14,11.21,771.606
specialize,10,11.33,737.2330000000001
specializes,11,11.33,870.7330000000001
specializing,12,11.33,773.5880000000001
specialties,11,9.05,852.909
specialty,9,9.05,742.514
species,7,8.32,615.03
specific,8,9.28,729.091
specification,13,12.39,821.156
specifications,14,12.39,894.7810000000001
specificity,11,11.82,879.5519999999999
specifics,9,9.28,880.606
specified,9,9.21,803.7880000000001
specifies,9,9.21,785.906
specify,7,9.21,708.059
specimen,8,11.72,706.235
specimens,9,11.72,763.094
speck,5,8.48,820.2760000000001
speckled,8,9.26,826.3119999999999
specks,6,8.48,863.0830000000001
spectacle,9,9.37,725.69
spectacles,10,9.37,766.1669999999999
spectacular,11,8.95,874.8389999999999
spectator,9,10.89,717.758
spectators,10,10.89,762.125
specter,7,13.67,690.9
specters,8,13.67,735.833
spectra,7,12.2,856.107
spectral,8,13.43,833.37
spectrometer,12,14.79,944.464
spectroscope,12,15.18,994.926
spectroscopy,12,16.64,848.5619999999999
spectrum,8,12.2,675.323
speculate,9,11.28,642.7810000000001
speculated,10,11.28,821.0669999999999
speculating,11,11.28,715.818
speculation,11,12.57,725.333
speculations,12,12.57,778.656
speculative,11,12.89,945.71
speculator,10,11.78,825.2900000000001
speculators,11,11.78,861.7
sped,4,5.11,760.8569999999999
speech,6,6.22,607.419
speeches,8,6.22,697.258
speechless,10,8.68,709.531
speed,5,5.11,581.324
speedboat,9,6.5,697.6469999999999
speeded,7,5.11,768.6790000000001
speeding,8,5.11,652.576
speedometer,11,9.35,731.333
speeds,6,5.11,593.265
speedway,8,9,602.419
speedy,6,6.63,625.818
spell,5,5.06,564.606
spellbinding,12,11.56,802.5930000000001
spellbound,10,10.33,670.212
spelled,7,5.06,713.9409999999999
speller,7,7.39,800.333
spelling,8,5.86,632.594
spells,6,5.06,670.3639999999999
spend,5,6.44,646.2940000000001
spenders,8,8.53,998.522
spending,8,6.44,612.8389999999999
spends,6,6.44,591
spendthrift,11,13.21,940.15
spent,5,6.44,598.545
sperm,5,11.14,685.424
spew,4,8.67,690.222
spewing,7,8.67,778.3459999999999
sphere,6,8.26,625.576
spheres,7,8.26,730.697
spherical,9,12.17,847.333
sphincter,9,13.8,840.81
sphinx,6,10.22,769.2900000000001
spice,5,6.78,591.091
spices,6,6.693,600.6669999999999
spicy,5,5.06,660.606
spider,6,3.43,625.121
spidery,7,10,754.808
spiel,5,12.82,947.333
spies,5,8,712.8119999999999
spigot,6,9.5,928.643
spigots,7,9.5,823.25
spike,5,7.58,679.394
spiked,6,7.58,682.242
spikes,6,7.58,687.875
spiky,5,7.67,804.423
spill,5,3.84,575.939
spilled,7,3.84,656.303
spilling,8,3.84,746.533
spillover,9,13.72,742.138
spills,6,3.84,705.1519999999999
spillway,8,11.21,797.577
spin,4,5,523.697
spinach,7,4.94,633.531
spinal,6,9.73,687.9409999999999
spindle,7,10.72,650.6880000000001
spine,5,7.35,644.818
spineless,9,11.05,735.2730000000001
spinnaker,9,13.3,769.929
spinning,8,5,641.4689999999999
spinster,8,13.29,892.37
spinsterhood,12,12.72,1029.571
spiny,5,10.22,734.7080000000001
spiral,6,8.89,657.848
spiraled,8,8.89,790.31
spiraling,9,8.89,836
spire,5,11.69,643.125
spires,6,11.69,692.545
spirit,6,7.11,667.471
spirited,8,9.17,683.226
spiritless,10,12.26,910.629
spirits,7,8.556,656.6669999999999
spiritual,9,8.7,651.114
spiritualism,12,11.47,809.375
spirituality,12,9.05,774.2730000000001
spiritualize,12,11.44,980.194
spirituals,10,8.7,750.212
spit,4,5.06,590.6880000000001
spite,5,11.699,667.433
spiteful,8,10.89,782.886
spitfire,8,12,826.676
spitting,8,5.06,717.3119999999999
spittle,7,9.73,787.545
spittoon,8,11.12,761.333
splash,6,3.67,612.625
splashdown,10,10.53,775.516
splashed,8,3.67,653.4409999999999
splashes,8,3.67,713.7810000000001
splashing,9,3.67,646.5880000000001
splashy,7,6.05,699.333
splat,5,6.4,761.034
splatter,8,8.05,667.935
splattered,10,8.05,733.8439999999999
splay,5,15.5,703.091
spleen,6,11.35,718.7040000000001
splendid,8,7.22,715.182
splendiferous,13,14.92,964
splendor,8,10.79,713.515
splice,6,13.32,751.13
spliced,7,13.32,795.429
splicing,8,13.32,770.8209999999999
splint,6,9.16,685.606
splinter,8,4.72,621.069
splinters,9,4.72,704.697
split,5,6.25,673.25
splits,6,6.25,630.7940000000001
splitting,9,6.25,649.906
splotch,7,8.33,863.158
splotches,9,8.33,826.8639999999999
splurge,7,10.56,703.5
splutter,8,12.87,735.7
spoil,5,6.3,651.7710000000001
spoiled,7,6.3,678.303
spoiler,7,10.3,727.529
spoiling,8,6.3,707.9409999999999
spoils,6,8.89,631.9689999999999
spoilsport,10,8.06,948.692
spoke,5,6.232,645.545
spoken,6,3.56,589.618
spokes,6,6.232,663.0319999999999
spokesman,9,9.05,653.2730000000001
spokesmen,9,9.05,643.094
spokeswoman,11,12.25,719.594
sponge,6,5,623.059
sponged,7,5,763.0319999999999
sponges,7,5,651.2810000000001
sponging,8,5,875.8209999999999
spongy,6,8.89,786.393
sponsor,7,10.72,637.7880000000001
sponsored,9,10.72,727.765
sponsoring,10,10.72,722.645
sponsors,8,10.72,649.882
sponsorship,11,13.37,802.1940000000001
spontaneity,11,12.95,970.19
spontaneous,11,9.85,793.121
spoof,5,9.72,757.714
spook,5,6.56,654.3549999999999
spooky,6,6,610.424
spool,5,8,666.8519999999999
spoon,5,2.5,574.9409999999999
spooned,7,2.5,675.75
spoonful,8,5.39,652.75
sporadic,8,12.3,922.654
spore,5,10.76,609.3669999999998
spores,6,10.76,695.323
sport,5,5.74,555.514
sportiest,9,7.05,1139.586
sporting,8,8.79,708.1519999999999
sports,6,5.74,669.9409999999999
sportsman,9,10.78,727.515
sportsmanlike,13,9.56,974.267
sportsmanship,13,9.28,777.9409999999999
sportsmen,9,10.78,820.121
sportswriter,12,11.89,908.933
sporty,6,7.05,667.029
spot,4,5.39,556.515
spotless,8,7.47,783.8439999999999
spotlight,9,7.94,620.323
spotlights,10,7.94,662.3439999999999
spots,5,5.39,599.1519999999999
spotted,7,5.39,698.515
spotter,7,11.57,757.31
spotting,8,5.39,609.7880000000001
spotty,6,6.78,650.742
spouse,6,9.94,647.394
spouses,7,9.94,670.03
spout,5,8,777.71
spouted,7,8,747.25
spouting,8,8,723.516
sprain,6,9.06,726.172
sprained,8,9.06,726.871
sprains,7,9.06,834.0740000000001
sprang,6,5.5,827.875
sprawl,6,9.6,706
sprawled,8,9.6,837.323
sprawling,9,11.5,790.4519999999999
spray,5,5.8,679.4119999999999
sprayed,7,5.8,690.906
sprayer,7,7.71,721.515
spraying,8,5.8,626.882
sprays,6,5.8,649.323
spread,6,5.72,647.5
spreader,8,9.21,851.4
spreading,9,5.72,779.656
spreads,7,5.72,665.3639999999999
spree,5,10.39,749.939
sprig,5,10.31,1094.667
spring,6,5.5,641.8569999999999
springboard,11,11.25,756.6469999999999
springing,9,5.5,919.241
springs,7,5.5,651.6669999999999
springtime,10,5.65,766.97
springy,7,8.89,912.32
sprinkle,8,5.5,691.2730000000001
sprinkled,9,5.5,693.206
sprinkler,9,5.53,695
sprinkling,10,5.5,714.176
sprint,6,8.61,699.909
sprite,6,9.17,681.606
sprocket,8,12.94,938.409
sprout,6,9.11,778.3549999999999
sprouted,8,9.11,749.875
spruce,6,10.84,681
spruced,7,10.84,812.8
sprung,6,5.5,709.25
spry,4,12.27,817.133
spud,4,9.05,815.2
spun,4,5,615.5
spunk,5,10.85,748.156
spunky,6,8.38,733.6
spur,4,9.35,675.324
spurious,8,14.5,972.625
spurn,5,11.88,787.6
spurned,7,11.88,751.391
spurns,6,11.88,935.125
spurred,7,9.35,720.75
spurs,5,9.35,657
spurt,5,10,667.111
sputter,7,10.05,842.8209999999999
spy,3,8,613.5
spyglass,8,10.83,814.71
spying,6,8,688.906
squab,5,12.87,731.6669999999999
squabble,8,10.44,829.7930000000001
squabbles,9,10.44,810.333
squad,5,9.55,629.97
squadron,8,13.53,843.792
squadrons,9,13.53,882.4
squads,6,9.55,672.0619999999999
squalid,7,13.71,794.8669999999998
squall,6,11.59,681.7
squalls,7,11.59,775.621
squalor,7,13.67,934.842
squander,8,11.05,830.2730000000001
squandered,10,11.05,866.121
square,6,4.11,641.0619999999999
squared,7,4.11,729.9639999999999
squares,7,4.11,577.576
squash,6,6.94,600.515
squashed,8,6.94,614.8119999999999
squashing,9,6.94,738.9689999999999
squashy,7,9.86,827.296
squat,5,8.21,640.938
squats,6,8.21,761.2760000000001
squatted,8,8.21,834.0669999999999
squatter,8,11.39,821.111
squatting,9,8.21,723
squaw,5,8.16,795.12
squawk,6,9.26,741.143
squeak,6,5.84,715.5
squeaked,8,5.84,725.6669999999999
squeaking,9,5.84,765.2810000000001
squeaky,7,4.63,671.515
squeal,6,7,685.387
squealed,8,7,709.3439999999999
squealer,8,9.79,691.879
squealing,9,7,684.5
squeals,7,7,666
squeamish,9,10.22,802.7040000000001
squeegee,8,9.94,930.714
squeeze,7,5.42,605.353
squeezed,8,5.42,728.129
squeezing,9,5.42,623.03
squelch,7,11.75,826.682
squid,5,7.32,678.3569999999999
squiggle,8,8.11,859.474
squiggly,8,6.65,878.182
squint,6,8.05,735.258
squinted,8,8.05,701.6669999999999
squinting,9,8.05,772.071
squinty,7,10.75,915.227
squire,6,11,800.3569999999999
squires,7,11,906.889
squirm,6,9.18,676.5519999999999
squirms,7,9.18,832.656
squirrel,8,4.44,751.706
squirt,6,6.53,701.9669999999999
squirted,8,6.53,761.7810000000001
squirting,9,6.53,845.161
stab,4,6.4,627.029
stabbed,7,6.4,619.743
stabilities,11,10.89,826.7
stability,9,10.89,685.9689999999999
stabilization,13,11.5,786.8119999999999
stabilize,9,11.26,692.8439999999999
stabilized,10,11.26,746.9119999999999
stabilizers,11,13.94,850.1519999999999
stabilizes,10,11.26,756.935
stabilizing,11,11.26,772.645
stable,6,8.9,608.424
stabled,7,8.9,728.4689999999999
stableman,9,10.21,779.848
stables,7,8.9,701.6469999999999
stabs,5,6.4,646.1519999999999
staccato,8,10.29,875.133
stack,5,5.63,625.645
stacked,7,5.63,586.121
stacking,8,5.63,648.697
stacks,6,5.63,647.206
stadium,7,7,648.625
staff,5,10,518.212
staffed,7,10,770.1880000000001
staffing,8,11.42,783.594
staffs,6,10,699.656
stag,4,12.35,694.8669999999998
stage,5,6.32,603.5880000000001
stagecoach,10,9,698.879
staged,6,6.32,668.1669999999999
stages,6,6.32,661.212
stagger,7,9.56,703.594
staggered,9,9.56,661.03
stagnant,8,11.86,927.8
stagnate,8,12.12,870.31
stagnation,10,13.22,887.433
stags,5,12.35,689.656
staid,5,11.43,700.9169999999999
stain,5,5.24,630.324
stained,7,5.24,649.7
staining,8,5.24,648.7710000000001
stainless,9,10.72,763.879
stains,6,5.24,669.914
stair,5,3.84,704.029
staircase,9,6.5,645.676
staircases,10,6.5,781.2810000000001
stairs,6,4.22,556.156
stairway,8,4.15,663.176
stairways,9,4.15,643.7810000000001
stairwell,9,8.94,608.742
stairwells,10,8.94,813.594
stake,5,8.47,650.219
staked,6,8.47,829
stakeout,8,11.17,738.5519999999999
stakes,6,8.47,756.031
stalagmite,10,11.6,1154.45
stale,5,7.61,707.7669999999999
stalemate,9,10.67,905.28
stalk,5,8.22,645.6669999999999
stalked,7,8.22,634.094
stalker,7,11.16,717.7880000000001
stalking,8,8.22,655.1519999999999
stall,5,7.75,643.8119999999999
stalled,7,7.75,692.4409999999999
stalling,8,7.75,705.719
stallion,8,9.42,723.387
stalls,6,7.75,773.2760000000001
stalwart,8,14.4,812.2
stamen,6,11.43,905.25
stamens,7,11.43,883.938
stamina,7,10.94,819.633
stammer,7,9.89,713
stammered,9,9.89,703.818
stammering,10,9.89,803.129
stamp,5,6.33,580.029
stamped,7,6.33,652.8389999999999
stampede,8,9.55,786.706
stampeded,9,9.55,899.9639999999999
stamping,8,6.33,707.7940000000001
stamps,6,6.33,588.029
stance,6,10,749.5619999999999
stances,7,10,788.111
stanch,6,13.64,927.545
stand,5,4.39,530.606
standard,8,9.2,647.419
standardization,15,12.89,789.516
standardize,11,10.72,807.625
standardized,12,10.42,712.3439999999999
standards,9,9.2,574.706
standby,7,10.56,655.531
standing,8,4.39,623.8059999999999
standoffish,11,11.82,1034.261
standpoint,10,12.11,727.6669999999999
stands,6,4.39,628.0880000000001
standstill,10,10,874.5880000000001
stank,5,4.3,753.0419999999999
stanza,6,11.47,783.828
staple,6,7.18,573.9409999999999
stapler,7,5.83,665.759
staples,7,7.18,664.765
star,4,3.89,523.758
starboard,9,13.72,727.172
starch,6,10.67,596.125
starchy,7,10.67,750.9659999999999
stardom,7,10.06,862.516
stardust,8,9.16,719.121
stare,5,7.61,645.3639999999999
stared,6,7.61,683
stares,6,7.61,664.0669999999999
starfish,8,5.76,689.939
stargazer,9,11.47,785.8639999999999
staring,7,7.61,655.207
stark,5,12.008,742.1790000000001
starlet,7,11.17,777.2860000000001
starlight,9,7.37,700.515
starling,8,13,793.231
starlings,9,13,780.387
starlit,7,9.59,906.097
starred,7,3.89,683.75
starring,8,3.89,690.471
starry,6,7.89,776.16
stars,5,3.89,603.6569999999999
start,5,4.37,567.697
started,7,4.37,633.5169999999999
starter,7,7.35,691.848
starting,8,4.37,706.03
startle,7,9.17,721.906
startled,8,9.17,626.3639999999999
startling,9,10.33,761
starts,6,4.37,610.9409999999999
starvation,10,8.53,804.5619999999999
starve,6,8.32,801.724
starving,8,6.32,657.882
stash,5,10,768.571
stashed,7,10,812.0609999999999
stasis,6,13.22,809.7330000000001
stat,4,12.58,752.435
state,5,6.39,631.219
stated,6,6.39,713.2730000000001
statehood,9,12.29,727.586
statehouse,10,11.87,770.71
stateless,9,13.73,802.677
stately,7,11.68,724.0669999999999
statement,9,8.89,628.206
statements,10,8.89,717.971
stateroom,9,11.94,943.968
stateside,9,12.11,856.607
statesman,9,12.94,722.3439999999999
statesmanlike,13,14.06,1091.667
statesmanship,13,10.56,951
statesmen,9,12.94,678.625
statewide,9,9.95,695.091
static,6,9.28,673.6669999999999
stating,7,6.39,781.8969999999999
station,7,7.11,644.765
stationary,10,7.22,799.633
stationed,9,7.11,718.343
stationery,10,8.42,631.036
stationmaster,13,9.67,982.192
stations,8,7.11,673.033
statistic,9,11,676.879
statistical,11,15.11,742.9409999999999
statistician,12,12.65,849.64
statistics,10,11.552,705.1469999999999
statuary,8,12.06,911.579
statue,6,7.55,695
statues,7,7.55,691.7940000000001
statuesque,10,14,800.15
statuette,9,13.62,872
stature,7,11.12,775.111
status,6,11.63,696.424
statute,7,10.39,742.438
statutes,8,10.39,784.8149999999999
statutory,9,14.58,941.208
staunch,7,11.44,653.5830000000001
staunchest,10,11.44,1224.286
stave,5,12.69,814.75
stay,4,4.22,662.909
stayed,6,4.22,612.938
staying,7,4.22,614.706
stays,5,4.22,582.594
stead,5,11.28,698.677
steadfast,9,13.89,717.735
steadier,8,6.7,912.091
steadiness,10,8.89,665.375
steady,6,6.7,612.485
steak,5,6.63,582.6669999999999
steaks,6,6.63,691.382
steal,5,6.17,588.618
stealer,7,8.24,609.3669999999998
stealing,8,6.17,667.212
steals,6,6.17,618.516
stealth,7,10.58,762.4
stealthy,8,10.68,741.433
steam,5,6.26,615.485
steamboat,9,7.67,782.033
steamer,7,9.11,741.818
steaming,8,9.72,768.3439999999999
steamroller,11,7.67,756.424
steamship,9,7.06,766.697
steamy,6,8.8,700.938
steed,5,10.879,805.2330000000001
steel,5,7.68,564.656
steeled,7,7.68,734.621
steels,6,7.68,708.429
steelworker,11,10.27,775.176
steely,6,12.68,789.125
steep,5,8,669.633
steeped,7,8,711.643
steeper,7,8,846.0369999999999
steepest,8,8,992.704
steeple,7,7.21,757.88
steeplechase,12,12.54,838.6
steeplejack,11,12.7,1076.588
steeples,8,7.21,743.429
steer,5,6,669.125
steerage,8,13.22,834.353
steered,7,6,745.3119999999999
steering,8,7.56,651.9689999999999
steers,6,6,747.094
steersman,9,12.79,787.7860000000001
stein,5,14.321,885.16
stellar,7,11.53,763.414
stem,4,7.26,565.818
stemmed,7,7.26,822.258
stems,5,7.26,683.576
stench,6,9.17,747.607
stencil,7,6.94,783.56
stenographer,12,13.5,950.593
stenography,11,13.56,1090.1
step,4,4.11,565
stepbrother,11,7.72,730.242
stepchild,9,7.89,771.853
stepchildren,12,7.89,906.552
stepdaughter,12,8.61,872.226
stepfather,10,8.42,692.0880000000001
stepladder,10,7.22,866.25
stepladders,11,7.22,901.621
stepmother,10,6.33,692.548
stepmothers,11,6.33,735.382
stepparent,10,8.94,1000.857
steppe,6,12.33,900.5
stepped,7,4.11,678.6880000000001
steppes,7,12.33,798.938
stepping,8,4.11,647.848
steps,5,3.67,611.7880000000001
stepsister,10,8.06,741.9119999999999
stepson,7,7.94,802.0319999999999
stereo,6,5.95,736.6469999999999
stereophonic,12,14.13,1037.227
